genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
World,UPPERROOM,So Will I,4yWMwD9yilWRisxK3eVmbc,37,0.102,0.378,720266,0.431,4.49e-06,C#,0.0776,-9.339,Major,0.0353,127.847,4/4,0.077
Soundtrack,James Horner,Iris: Pt. 2 - Instrumental,55gn4hDvcrc8pmVWcBTVkR,28,0.927,0.152,204067,0.101,0.9,G#,0.201,-25.083,Minor,0.0429,71.049,3/4,0.033
Ska,Against Me!,Animal,2pFpgpwQpfxNZJyjjhaenr,31,2.04e-05,0.247,200040,0.727,0.399,A#,0.115,-5.269,Major,0.0328,171.205,4/4,0.444
Blues,Bo Diddley,Mona,0hsNqxXYRk6tnmkCOntnHi,30,0.844,0.479,142427,0.569,0.000196,G#,0.0882,-12.203,Major,0.0341,105.513,4/4,0.886
Blues,Delbert McClinton,Never Been Rocked Enough,5VX7y2BxOtLdkW1wrwpGdo,22,0.163,0.503,214467,0.657,0.00189,G,0.264,-9.002,Major,0.0661,170.224,4/4,0.749
Soul,Manwolves,Reaper,7I8vIzVk0TYXLivn9ph1Ak,41,0.0304,0.576,212385,0.769,9.49e-05,C,0.0642,-4.276,Major,0.0545,146.026,4/4,0.707
World,Desperation Band,Amazed,3INyawPiav09c6cetuZ3aK,35,0.491,0.284,288547,0.262,0.0,D,0.253,-9.238,Major,0.0304,148.119,4/4,0.153
Electronic,Hot Chip,Huarache Lights,24OUTJgZif1CA1nemnDgXn,52,0.113,0.715,329169,0.64,0.0418,D,0.0848,-7.168,Major,0.0317,113.507,4/4,0.4
Anime,Superfly,覚醒,5YLFzFZPhlBlwM9t88tReb,46,0.112,0.537,255373,0.91,5.07e-06,C,0.0922,-4.455,Minor,0.181,108.065,4/4,0.135
Pop,Enrique Iglesias,Tonight (I'm Fuckin' You),3rDFqo8yv93PtTmdOYOPzX,60,0.0283,0.674,231653,0.87,6.3e-06,F,0.145,-4.688,Minor,0.0452,125.943,4/4,0.26
World,Casting Crowns,Glorious Day (Living He Loved Me) - Live,3u5hInB4xqGDqAMV9E1JbX,27,0.168,0.439,282453,0.72,0.0,B,0.988,-4.619,Major,0.0366,79.032,4/4,0.39
Children’s Music,Dave Rawlings Machine,Ruby,5H4O7l1j2IzYsrUl0YugK6,55,0.41,0.473,294533,0.309,9.83e-06,A,0.143,-10.364,Major,0.0305,120.168,4/4,0.37
Alternative,Cults,Go Outside,0VnLohgzwLEleLmo19Z8B0,49,0.115,0.374,204400,0.697,0.893,D,0.343,-6.758,Major,0.0331,77.549,4/4,0.493
Rock,Florida Georgia Line,Can’t Hide Red,2h8szyWmfavIbiWm0KWpB0,67,0.0256,0.514,181600,0.864,0.0,E,0.103,-3.246,Minor,0.0502,94.927,4/4,0.471
Jazz,Chuck Loeb,Love Is All (feat. Kim Waters),6Yx5LdbbYNqecQz5HDXFqd,29,0.578,0.665,311253,0.645,0.0849,D,0.392,-7.959,Minor,0.0288,143.981,4/4,0.693
World,Covenant Worship,"More, Holy Spirit - Live",6RhKN5mi7i4NUSnCTkE64E,30,0.468,0.223,581083,0.386,0.0,G,0.927,-9.44,Major,0.0315,72.599,4/4,0.176
Comedy,Jim Norton,"Clean It off, B---",14nlLpLMhYuZGZiuteCkaN,22,0.787,0.447,148720,0.963,0.0,C,0.874,-4.065,Major,0.938,170.326,3/4,0.134
World,Shane & Shane,Psalm 45 (Live),2N5KnMApNzcblJeYStLM0N,50,0.432,0.3,328889,0.365,1.68e-06,E,0.669,-8.368,Major,0.0288,105.831,3/4,0.125
Reggae,Slightly Stoopid,Ever Really Wanted,11GaCqVIpJvxXHzvTeFTXM,31,0.0674,0.76,241480,0.666,0.0,E,0.119,-7.258,Major,0.0402,88.096,4/4,0.86
Opera,Giacomo Puccini,"Puccini: Madama Butterfly, Act 1: ""Ah! Ah! quanto cielo!...Ancora un passo or via"" (Butterfly, Sharpless, Chorus)",01Gfd9dL7tNz3a125MrmSk,14,0.967,0.198,180293,0.283,0.639,F#,0.172,-12.662,Major,0.0353,77.027,4/4,0.0664
Electronic,Nicola Cruz,Folha de Jurema,2RcrkBWCOWaX67jVDLgJr6,50,0.718,0.647,263689,0.397,0.0648,G,0.0974,-13.234,Major,0.0816,179.868,4/4,0.179
Electronic,Minnesota,Subterranean,0GwwMRnIuHV7h5qCXLEZIg,35,0.0497,0.669,190119,0.793,4.86e-05,F,0.142,-6.898,Major,0.153,127.994,4/4,0.439
World,"Phillips, Craig & Dean",You Are My King (Amazing Love),7iVZYV4h12TVHQpxJxCLmN,38,0.391,0.486,316464,0.611,0.000771,F#,0.142,-7.847,Major,0.0327,136.263,4/4,0.265
Comedy,Eugene Mirman,"Dog, Dreams Predict The Future, My Own Culture, Jewish",4mFz8IFS0rVqQ0AhRBHw3W,29,0.889,0.561,207667,0.399,0.0,C,0.763,-14.214,Major,0.947,82.266,5/4,0.662
Classical,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K.622: Clarinet Concerto in A Major, K.622: II. Adagio",2yAFbawg9JrMfti7InlUzS,38,0.987,0.173,463000,0.0154,0.753,D,0.088,-25.193,Major,0.0459,131.12,5/4,0.0734
Jazz,Charlie Haden,Take My Hand Precious Lord,2F1gWgahVWvH3G15jealYa,34,0.967,0.496,262880,0.0156,0.956,F,0.124,-28.544,Major,0.051,121.267,3/4,0.129
Jazz,B.B. King,The Thrill Is Gone,4NQfrmGs9iQXVQI9IpRhjM,54,0.344,0.547,324733,0.46,0.442,B,0.0983,-8.759,Minor,0.0256,90.768,4/4,0.543
Blues,Kenne' Wayne,Party On Da Weekend,1SttEKi3Veo1mzlNKpms7m,20,0.182,0.884,214707,0.534,0.00128,A,0.269,-9.658,Minor,0.094,105.021,4/4,0.849
Folk,Imogen Heap,Headlock,7vTENp2sLS3sPY5z4npYNr,42,0.8,0.805,215481,0.371,0.0,G,0.12,-10.721,Minor,0.0352,119.974,4/4,0.808
Soul,EXES,Grey,20wTT44H4JwXZb1iGw4lgZ,52,0.337,0.582,235636,0.474,0.000352,G,0.159,-9.653,Minor,0.0347,109.902,4/4,0.12
Soundtrack,Dario Marianelli,She Is Of The Heavens,38uDkHVAXtK3BQIsgSiXgb,25,0.819,0.459,120213,0.309,0.349,C,0.114,-16.702,Minor,0.051,150.529,3/4,0.533
Jazz,Stan Getz,Ballad,0uLojEpJu5d0TFDz7FOPjm,35,0.986,0.394,346160,0.0755,0.845,G,0.165,-17.782,Major,0.035,65.409,4/4,0.208
Soul,Rag'n'Bone Man,As You Are,5oWSIIJyMb0xAtAUcGJmy1,58,0.0386,0.623,228520,0.797,0.000268,G#,0.133,-4.887,Major,0.264,164.006,4/4,0.373
Children’s Music,Ozzy Osbourne,I Don't Wanna Stop,5axOkQnmQmwtjr4bv1Xt7i,56,0.000963,0.578,239827,0.937,2.25e-06,F,0.4,-3.926,Major,0.0724,137.937,4/4,0.769
Comedy,Mitch Hedberg,Dry Clean Only,1PS5ZP4dtDxC5FEhwALjat,31,0.251,0.4,87333,0.494,0.000406,F#,0.542,-13.514,Minor,0.722,73.118,4/4,0.736
Folk,Crywank,Leech Boy,3wrzt4OwvNjBDzClnqrBdG,40,0.902,0.723,245133,0.304,3.51e-06,G,0.11,-14.893,Major,0.194,115.208,4/4,0.376
Reggae,311,Lucky,5cTf1Z2goLSZLznE9yMemW,30,0.0275,0.684,170173,0.879,0.0,G,0.0591,-8.708,Major,0.0637,92.43,4/4,0.822
Soul,RY X,YaYaYa,08GxTIp0Ohhl3OJqX3SlYT,59,0.734,0.482,229533,0.279,0.0551,C#,0.106,-15.37,Minor,0.0283,92.586,3/4,0.101
Rock,Sufjan Stevens,Death with Dignity,4fpEuKIzTLmMJnYwFU0oqr,63,0.986,0.51,239508,0.16,0.017,E,0.113,-21.03,Major,0.0395,170.063,4/4,0.383
Reggae,Slightly Stoopid,Marijuana (feat. Don Carlos),1QE7Xkz23mRWmBxvLJKNnw,33,0.0453,0.585,213493,0.763,0.000153,C#,0.353,-6.132,Minor,0.152,167.693,4/4,0.881
Dance,Sonic Youth,Incinerate,0lDoG5fQ9cmpvpenwR7Jln,48,0.096,0.52,295813,0.858,0.588,G#,0.14,-7.914,Major,0.0358,76.761,4/4,0.444
Jazz,Thievery Corporation,Samba Tranquille,3G5RiJw1R4zgfxDUdKUykk,33,0.318,0.628,186493,0.569,0.921,A,0.0877,-9.808,Minor,0.0762,197.955,4/4,0.485
Opera,Richard Wagner,"Parsifal, WWV 111: Act I: Prelude",2B1FJT8SX96Iy4KRxmiKSf,9,0.979,0.102,736426,0.02,0.92,G#,0.167,-26.28,Major,0.0432,81.675,4/4,0.0295
Rock,Vance Joy,I'm With You - Single Edit,43RRT2lNaEGaVfGVySLDFb,59,0.0786,0.584,221138,0.677,0.0,G,0.105,-4.336,Major,0.0297,119.006,3/4,0.113
Alternative,My Darkest Days,Casual Sex,4akbPW1whJ6VDvXYeTA3vX,52,0.0108,0.669,193573,0.916,0.0,B,0.652,-4.228,Minor,0.0488,116.06,4/4,0.862
Anime,SEKAI NO OWARI,Fantasy,7C1i1QoVQ3PIhQctpbXZSW,17,0.0391,0.595,224053,0.902,0.0,C,0.104,-3.656,Major,0.0785,180.003,4/4,0.958
Jazz,Count Basie,Basie Is Back in Town,1cfXsvLy6VcLUa1gmUCPrj,37,0.715,0.416,198457,0.604,0.801,C,0.083,-9.593,Minor,0.213,204.929,3/4,0.711
Rap,Mos Def,UMI Says,5Ru9OjtEw5htfnVKpYsIcv,55,0.305,0.72,305280,0.67,0.0,D,0.0928,-10.224,Major,0.132,121.342,4/4,0.566
Alternative,Sidewalk Prophets,Prodigal,041qpPpNFBg7UFvQFD1G9R,42,0.000831,0.562,206402,0.868,0.0,C,0.106,-4.189,Major,0.0473,122.023,4/4,0.476
World,Hillsong UNITED,Desperate People,2OXUpy1nQXZxcF1s5YmHp5,25,0.00328,0.316,329667,0.823,0.0,A,0.266,-4.628,Minor,0.0313,179.804,4/4,0.28
R&B,The Japanese House,somethingfartoogoodtofeel,45THgkOUR50MWqw6I6F3lq,52,0.617,0.211,265897,0.407,0.00284,D,0.0937,-11.223,Major,0.0446,179.915,3/4,0.254
Movie,Generation B.O.,"Bouge (B.O. ""Bouge"")",6ErmUcQKJb0pDjqkn9WEYN,6,0.188,0.723,202800,0.917,0.0,C,0.349,-3.07,Minor,0.0336,105.058,4/4,0.855
Reggaeton,Cardenales Del Exito,Son Mis Deseos,3VynRGY9V6IFH8J4VobLEU,26,0.608,0.77,206293,0.759,0.0,C,0.0834,-8.032,Minor,0.0397,102.019,3/4,0.836
Children’s Music,AViVA,GRRRLS,1DkX0AcEDzuFeh4TEAl143,66,0.0351,0.549,228904,0.656,1.19e-06,D#,0.129,-6.515,Major,0.0438,180.043,4/4,0.594
Rap,Casanova,Like Me,3NX4K0YBlRVahDXcvjXYVU,48,0.00603,0.527,221067,0.885,0.0,C,0.232,-4.39,Major,0.116,133.304,5/4,0.498
Pop,Future,Wicked,6BbINUfGabVyiNFJpQXn3x,63,0.00191,0.718,173347,0.679,0.0104,B,0.385,-5.899,Minor,0.0706,157.97,4/4,0.205
Opera,Ian Bostridge,"Nachtstück, D. 672",4NGBY9QKN1DPakxC4KWkhh,8,0.985,0.273,328453,0.0413,5.89e-05,C,0.0865,-23.291,Minor,0.0587,84.532,4/4,0.0377
Movie,Daniel Lavoie,Où est-elle ?,42xVhtD8BkG9KnE9gB5nc0,22,0.836,0.364,159267,0.266,5.83e-05,F,0.117,-12.156,Minor,0.0347,130.048,3/4,0.253
Jazz,Michelle Simonal,Endless Love,4jpj1OH3Yh3UJDuQQSPcmU,50,0.566,0.772,173044,0.422,0.000874,G,0.129,-13.698,Major,0.0349,132.053,4/4,0.878
Movie,Henri Salvador,Avec La Bouche 'Bye Bye Blues' - Remastered,1ZV5KAFPCKeBmRMg7JWzhk,3,0.0782,0.508,151973,0.587,0.0664,C,0.288,-8.576,Major,0.208,80.459,4/4,0.675
Ska,The Aggrolites,Time To Get Tough,66x79a08HgjHjMMujxeoED,34,0.176,0.628,143653,0.75,0.0566,F#,0.0915,-7.452,Major,0.0517,148.871,4/4,0.795
World,Hillsong Worship,Thank You Jesus - Alternate Version/Live,75s5odhQae18P1uKooIp7Y,29,0.0158,0.424,334680,0.456,0.0,F,0.0872,-6.356,Major,0.0271,157.932,4/4,0.134
Country,Curtis Grimes,Put My Money on That,5QKq61EMhWd6e6Gnt1j1tI,37,0.211,0.66,185973,0.828,1.57e-06,C,0.11,-4.531,Minor,0.0331,102.044,4/4,0.553
R&B,Mariah Carey,The Distance (feat. Ty Dolla $ign),5TBvzAlyJ3CHlq7wMqpLhW,58,0.07,0.701,207587,0.691,0.0,A,0.844,-5.937,Major,0.0808,131.843,4/4,0.587
Folk,Linda Ronstadt,Blue Bayou,3zxklD2EGecZre9MjEEvIU,64,0.739,0.732,239400,0.161,0.000379,B,0.105,-12.817,Major,0.0306,95.21,4/4,0.5
Pop,NEEDTOBREATHE,Forever On Your Side (with JOHNNYSWIM),598Dy3TgV1SQulwjPOM0Z2,61,0.227,0.511,294200,0.8,0.000345,A#,0.112,-4.759,Major,0.0622,114.042,4/4,0.531
Rock,Bruce Springsteen,I'm on Fire,3PzsbWSQdLCKDLxn7YZfkM,72,0.589,0.62,155880,0.446,0.0299,C#,0.0727,-14.451,Minor,0.0347,88.591,4/4,0.868
Opera,Ruggero Leoncavallo,Mattinata spring awaking,6vnEdgU8Y8voP46U6YYTJS,8,0.967,0.216,129440,0.486,5.63e-05,E,0.0931,-8.735,Major,0.0393,91.358,4/4,0.189
Opera,Giuseppe Verdi,Messa da Requiem: II. Dies irae,4fetrfwhOYiFYAB94eRkKV,21,0.877,0.267,140467,0.347,0.84,F,0.0704,-15.015,Minor,0.0427,80.323,4/4,0.0776
Electronic,Getter,"Beware, the Sirens",1k31A67B0r2PDytoPR283x,49,0.0116,0.721,141972,0.899,2.51e-05,A#,0.126,-4.07,Minor,0.057,142.018,4/4,0.0385
Pop,Meek Mill,Dangerous (feat. Jeremih and PnB Rock),1lL7Sj9AitQT7YWXs6obEq,74,0.0581,0.763,234589,0.441,0.0,C,0.0458,-8.211,Major,0.256,86.093,4/4,0.538
Reggaeton,Pasabordo,Dile A Tu Marido,4m3UoRMROqbFIY3Gm0AUsv,50,0.301,0.79,218320,0.725,0.0,G,0.132,-7.805,Major,0.0765,96.024,4/4,0.596
Hip-Hop,Tech N9ne,He's A Mental Giant,6RxBOcVOB3xzowxDBzTCVd,51,0.0208,0.603,234147,0.944,0.0,A,0.384,-4.086,Major,0.389,168.084,4/4,0.674
Comedy,Ryan Stout,Done,0tpTaYJSQkGIIYJ8ZgYL75,12,0.792,0.577,86667,0.861,2.62e-05,C#,0.78,-11.039,Minor,0.893,88.156,1/4,0.258
Children’s Music,Death Grips,You Might Think He Loves You for Your Money but I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,5YnS9oWrGcwf1tgode1F7z,49,0.00187,0.317,161133,0.853,0.000702,G,0.254,-2.751,Major,0.186,103.37,4/4,0.487
Indie,Matt and Kim,Come Together Now,4wG86E5G5NtC6RIJ4GIBob,54,0.0945,0.701,133267,0.655,2.97e-05,G,0.15,-6.904,Major,0.0346,97.98,4/4,0.784
Jazz,Keith Jarrett,Birth,1N8kgdsicbNkQE0QettJvg,45,0.959,0.392,376546,0.119,0.682,F,0.0972,-18.487,Major,0.039,103.886,4/4,0.179
Blues,Steely Dan,Bodhisattva,6cdLlECd80adBM3fgEk9Km,44,0.128,0.54,318360,0.772,0.00589,C,0.0753,-11.172,Major,0.0455,109.802,4/4,0.811
Classical,Johann Sebastian Bach,"Unaccompanied Cello Suite No. 4 in E-Flat Major, BWV 1010: V. Bourrées I & II",3eOngKiYIgmNzoegICdswB,40,0.987,0.52,296907,0.0272,0.906,D#,0.108,-26.404,Major,0.0511,70.299,4/4,0.545
World,Ryuichi Sakamoto,Second Dream,6EnuL7NAGnJSInAFfWaJmm,26,0.876,0.153,73242,0.037,0.947,C#,0.0938,-28.626,Major,0.0328,66.901,1/4,0.101
Pop,The Him,Nothing On Us,3PTMcrpi5tbHzc8xxOZ8lG,69,0.124,0.605,161520,0.733,0.0,D,0.0786,-4.684,Major,0.0616,125.029,4/4,0.489
Opera,Gaetano Donizetti,"La Favorita - Italian version - Act 4: ""Spirto gentil, de'sogni miei""",1YBAEaeCVt5DvgEF47vRX0,30,0.979,0.291,207733,0.203,1.54e-05,C,0.0827,-16.514,Major,0.0531,75.358,3/4,0.0638
Soundtrack,Ludwig Goransson,Killmonger vs T'Challa,4i4zp0U58PhvXm6STYiL5m,38,0.523,0.289,210094,0.577,0.857,F,0.19,-13.378,Minor,0.16,171.83,3/4,0.15
Children’s Music,Third Eye Blind,Graduate,6pLko0BJo4OmvbmPbLURsl,53,0.000904,0.498,187667,0.913,0.0,C,0.0902,-4.805,Minor,0.0446,89.359,4/4,0.45
Alternative,American Football,Never Meant,51R5mPcJjOnfv9lKY1u5sW,53,0.0171,0.436,268333,0.819,0.00882,C,0.117,-6.71,Major,0.036,144.26,4/4,0.405
Children’s Music,Korn,Children of the Korn,72ZarLfZuVXLa2VN1jzAWk,51,0.00277,0.697,232600,0.808,0.00258,C#,0.0509,-6.803,Minor,0.203,95.841,4/4,0.54
Rap,Kanye West,Lost In The World,2Im64pIz6m0EJKdUe6eZ8r,63,0.115,0.609,256587,0.746,0.0087,F,0.427,-5.249,Minor,0.184,117.072,4/4,0.277
Classical,Wolfgang Amadeus Mozart,"Piano Concerto No. 4 in G Major, K. 41: III. Molto allegro",3Ebdskldq87oefeFhkWCse,25,0.991,0.386,224147,0.184,0.922,G,0.122,-21.549,Major,0.036,140.532,3/4,0.611
Electronic,Excision,Her - Wooli Remix,2Q2ZyzziYHeusZVlTbnjnb,27,0.00364,0.368,217600,0.953,0.29,F,0.652,-1.877,Minor,0.571,74.928,4/4,0.237
Movie,Dorothée,Hou la menteuse,2ZYjUp1JiVpqdi4sP9EfOL,30,0.325,0.824,154840,0.782,0.0,A#,0.138,-7.899,Major,0.0354,144.493,4/4,0.964
R&B,Destiny's Child,Temptation,3YKV8uXGgY8PzNm1CzPhqm,44,0.000238,0.617,245600,0.575,0.053,D#,0.0542,-5.212,Minor,0.0363,72.188,4/4,0.278
Ska,The Bouncing Souls,Born Free,5GKcznRl44xmP24vHcJWR9,23,0.000195,0.22,83293,0.966,0.0,D,0.305,-4.005,Major,0.173,194.182,4/4,0.595
Alternative,Saliva,Always,7kpa6MWRrPaF3b6C0DgioK,59,0.0122,0.363,231200,0.906,0.0,C#,0.172,-4.415,Major,0.0615,181.964,4/4,0.371
Reggaeton,Baby Rasta,Ella Se Contradice (feat. Plan B),4nNeRNXmdZWfw3IjAnITZR,57,0.111,0.767,256757,0.758,0.0,E,0.376,-8.116,Minor,0.295,76.498,4/4,0.84
Alternative,Rise Against,Help Is On The Way,09jPXOz0LS0kpqmkQRaFPO,55,0.000123,0.336,237480,0.951,0.00108,F,0.0333,-3.587,Minor,0.0707,108.043,4/4,0.596
Hip-Hop,Thug Life,How Long Will They Mourn Me?,0ZU0XSkAUFqHxiXDMU5FzB,51,0.0677,0.81,232947,0.614,0.0,C#,0.356,-7.41,Major,0.157,87.03,4/4,0.431
Pop,Slushii,Never Let You Go (feat. Sofia Reyes),7KY4hAPXXg9aeYczem8JBo,67,0.192,0.67,162538,0.672,5.13e-05,C#,0.0926,-3.469,Major,0.0923,165.075,4/4,0.643
Hip-Hop,Key Glock,On My Soul,6G3mxX6puSZpkdrLGacBpt,58,0.0246,0.824,177872,0.747,0.0,G#,0.117,-4.594,Minor,0.373,149.018,4/4,0.498
Ska,Maldita Vecindad Y Los Hijos Del 5to. Patio,Mare,1dyq00hEjeoevdwoa1gyJw,34,0.13,0.851,217427,0.587,0.00103,G,0.0488,-9.391,Major,0.0521,108.164,4/4,0.763
Jazz,Roy Ayers,I Am Your Mind (Part 2),5BeYu3uJAMVZ5oyReLFupf,40,0.138,0.694,515840,0.598,0.00269,D,0.345,-8.177,Minor,0.04,108.633,4/4,0.962
World,Chris Quilala,Heaven Came For Me,6Umev2SBsrgR6vWXV12pdX,27,0.501,0.245,391400,0.467,0.0471,C,0.0628,-12.036,Major,0.0368,127.494,4/4,0.0367
Dance,R3HAB,The Wave,54VhMO14MfyB9I9IUtjR6p,58,0.211,0.748,158062,0.406,0.0,C,0.042,-7.462,Major,0.0343,79.988,4/4,0.386
Anime,ko-ko-ya,猫のしっぽ犬のしっぽ,0Qa3Kp4PbhwxJ354A1Vv8x,22,0.784,0.703,241440,0.327,0.772,G,0.107,-9.983,Major,0.0361,108.446,4/4,0.848
Hip-Hop,Fetty Wap,No Days Off (feat. Monty),3wr2fJ91iGjZlrcDLJ6bYp,49,0.0407,0.681,304200,0.57,0.0,G,0.105,-5.829,Minor,0.136,135.121,4/4,0.153
Rap,Trey Songz,Nobody Else But You,1HOUzEsetdIPSpAgRPhZQt,70,0.0381,0.708,229013,0.612,0.0,F,0.277,-6.379,Minor,0.122,139.913,4/4,0.263
Opera,Gioachino Rossini,Sonata No. 6 in D Major: II. Andante assai,2jLkSFIV2DRHCC4wXCJu6F,10,0.933,0.129,162000,0.0557,0.743,F,0.104,-25.691,Major,0.0491,63.827,3/4,0.0389
Blues,Todd Rhodes,Rocket 69,56MqWwO8Lxs1FrK8fajb2d,31,0.357,0.692,164187,0.628,0.0,F,0.114,-6.186,Minor,0.0837,137.065,4/4,0.774
Dance,Justin Bieber,U Smile,6Xw2FLih8m5ItDbyP992HH,62,0.537,0.388,196907,0.612,1.12e-06,G#,0.115,-5.141,Major,0.0478,75.618,4/4,0.387
Opera,Adolphe Adam,Giselle: No. 5 - Allegro,4fEq269S3mLmVCDBUZilfz,12,0.952,0.461,177693,0.107,0.704,D,0.0797,-21.525,Major,0.0424,113.12,4/4,0.23
Ska,Against Me!,Walking Is Still Honest,0icpFUazBVx9gfzdGTEXdP,25,0.05,0.648,193440,0.976,3.99e-06,G,0.0975,-7.513,Major,0.0439,98.881,4/4,0.328
Alternative,Amber Mark,Lose My Cool,3G9zeErd0kMx012kmYUrm7,60,0.579,0.733,214578,0.474,0.000272,D#,0.087,-8.024,Major,0.0439,102.976,4/4,0.328
Pop,Jon Bellion,Overwhelming,48LwbDH7u5UMrsY3sjfjhe,65,0.267,0.732,172751,0.629,0.0,C,0.118,-4.64,Major,0.286,91.7,4/4,0.683
Ska,Pepper,B.O.O.T. (Live),5SW6T6qyFkuHQN4uYxygYm,16,0.218,0.365,105587,0.869,0.0,A,0.952,-4.8,Minor,0.113,82.884,4/4,0.45
Indie,Beach House,Bluebird,0j2zEO4qNuuICLvWsQRwFM,44,0.652,0.502,235027,0.582,0.637,C,0.121,-10.239,Major,0.0289,168.054,4/4,0.412
Rap,Kendrick Lamar,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,86,0.000282,0.908,177000,0.621,5.39e-05,C#,0.0958,-6.638,Minor,0.102,150.011,4/4,0.421
Pop,Too $hort,Blow the Whistle,2lMg3lCMOGistaWBNGjuT3,62,0.0042,0.907,163133,0.625,0.0,C#,0.151,-5.557,Major,0.198,99.918,4/4,0.605
Classical,Giuseppe Verdi,"Macbeth, Act IV: Patria oppressa! (Live)",2mTB4pyWrY02jKjJ1zWTUC,0,0.953,0.0845,397253,0.0282,0.355,A,0.113,-27.916,Minor,0.0396,169.151,3/4,0.0389
Comedy,Katt Williams,Spelling,2HHae64VyV1dj7eMi5DPjT,17,0.894,0.484,102440,0.904,1.17e-06,G#,0.767,-13.305,Major,0.888,107.678,3/4,0.175
Reggaeton,Carlitos Rossy,Fake Love,3vsVSjmqCwQt4fvD9m5wON,38,0.25,0.635,247067,0.768,0.0,C#,0.351,-4.244,Minor,0.0409,166.009,4/4,0.573
Electronic,Trentemøller,One Eye Open - Trentemøller Remix Hbt Edit,1US4MiOAihRQRZB9LrU0sh,35,0.0307,0.34,333700,0.819,0.258,A,0.101,-8.884,Minor,0.306,190.012,4/4,0.114
Hip-Hop,Smino,SUMMER SALT (with Bari),6gIM8RWaTNL96Juv4gPSQX,53,0.278,0.62,147699,0.643,0.0,F#,0.156,-6.597,Minor,0.301,155.894,4/4,0.15
Electronic,Stereolab,Les Yper-Sound,7CjHVBO2kxsRKvKU5rF6XX,38,2.66e-05,0.703,245093,0.58,0.838,C#,0.17,-10.025,Minor,0.0489,154.653,4/4,0.968
Blues,The White Stripes,I Can't Wait,0vep2D3MJ0fUU7FUswH7EP,31,0.696,0.286,218867,0.806,0.54,D,0.156,-1.949,Major,0.0344,83.393,4/4,0.109
Blues,Steely Dan,Dirty Work,0s1aSsYlLIEiy16LjFWbdp,64,0.795,0.631,188693,0.354,0.000107,C#,0.0879,-11.112,Major,0.0313,73.007,4/4,0.522
Children’s Music,Third Eye Blind,Deep Inside of You - 2008 Version,06iQLLK93Dlv7RcvzmZo2g,50,0.00585,0.502,250533,0.591,1.9e-05,G,0.0725,-4.522,Major,0.0242,81.782,4/4,0.169
Electronic,Bonobo,Ketto,4Gkd4msFAFTiDxFZcg9r8i,47,0.337,0.635,306840,0.784,0.917,G,0.152,-7.718,Minor,0.0312,95.011,4/4,0.31
Opera,Giuseppe Verdi,"Verdi: Macbeth, Act 1: ""Nel dì della vittoria ... Vieni t'affretta"" (Lady Macbeth, Chorus)",4sKrHErgtluefGOKZVnKkI,32,0.962,0.322,471933,0.201,3.59e-05,C#,0.159,-12.741,Major,0.0459,84.029,3/4,0.0871
Alternative,MARINA,Primadonna,5tFMuAw6X2R4NLx97g7n9q,57,0.0884,0.66,221075,0.689,0.0,E,0.0922,-2.671,Minor,0.0337,127.98,4/4,0.427
Reggae,Audiodub,Tahoe,2mZ3lIYkJ5X3CpvG0jw8ma,38,0.0253,0.811,187800,0.47,0.0,A,0.0821,-7.308,Major,0.0452,85.061,4/4,0.493
Hip-Hop,Young Thug,Old English,56X1fzloIoGKKOgpLLIGoe,58,0.0408,0.809,201960,0.801,0.0,C#,0.353,-5.461,Major,0.407,81.94,4/4,0.744
Soul,TOKiMONSTA,Don't Call Me (feat. Yuna),27nYIQyWjyacyr7MGxZIHF,52,0.407,0.644,217537,0.655,0.528,A,0.11,-6.507,Minor,0.038,80.925,4/4,0.397
Country,Jawga Boyz,Ridin High,63oXfvnKh3wm09ONxi5lt7,54,0.00481,0.687,371398,0.729,0.000435,A,0.123,-6.916,Minor,0.0308,140.004,4/4,0.259
Opera,Christina Pluhar,¡ Ay ! este azul,6kaIMTOC9RlCznz2QGBBiu,25,0.926,0.398,183793,0.188,0.0,D,0.109,-17.395,Minor,0.0362,102.45,4/4,0.191
Folk,James Vincent McMorrow,Higher Love,3rocTBn0NsGrVAHGOZNzH5,56,0.964,0.373,214787,0.114,0.000498,F,0.111,-17.951,Major,0.0476,127.545,1/4,0.173
World,North Point InsideOut,Arms Open Wide - Live,2tCpFaTovcti9psJSbIDBH,24,0.00609,0.228,301053,0.625,4.88e-05,D,0.942,-5.67,Major,0.0311,169.826,4/4,0.115
Children's Music,Enzo Garcia,The Wind Blow East,6F0IYm1wsU5tRHzBZCEC2r,0,0.932,0.771,199973,0.351,0.587,D,0.277,-13.14,Major,0.0423,133.953,4/4,0.497
Soul,India.Arie,Just Let It Go,6pnTyRAogmCmSliAYqJOOQ,43,0.272,0.664,238867,0.37,7.87e-05,G,0.0946,-10.617,Major,0.0345,94.037,4/4,0.209
Pop,Gucci Mane,BiPolar (feat. Quavo),4fGT0JiaqoHShrg6uSsKfB,76,0.144,0.747,214642,0.569,0.0,G#,0.18,-6.679,Major,0.146,157.056,4/4,0.167
